product,Manufacturer,date,title,rating,body,clean_review,accuracy,activitymeasurement,activitymode,activityreminder,activitytracker,affordable,aiassistance,aibutton,alarm,alarmsetting,alarmvibration,alarmvibrator,alexa,alexaassistant,alexacommand,alexamode,alexasupport,altimeter,analog,assistance,audioquality,badmintonmode,band,bandrubber,barometer,battery,batterybackup,batterydurability,batteryindicator,batterylife,batteryperformance,batterypower,belt,beltquality,bloodoxygen,bloodoxygenmeasure,bloodpressure,bluetooth,bodymaterial,bpaccuracy,bpmachine,bpmeasure,bpmeasurement,bpmonitor,bpmonitoraccuracy,bpmonitoring,bpsymbol,breathingquality,breathmode,brightnesscontrol,budget,button,calculator,call,callsnotification,calorie,caloriecount,calorietracker,camerabutton,cameracontrol,carracingmode,charger,chip,circulardial,comfortability,compatibility,connectivity,cost,customdial,customercare,customerservice,customersupport,customisable,customisewatchface,customization,cyclingmode,data,datacalculation,datasyncs,design,dial,dialpadsensor,digitalcrownlockbutton,digitaltime,digitalwatch,display,displaybrightness,displaynavigation,displayquality,displayresolution,distancecalculation,distancemeasure,distancetracker,distancetracking,durability,ecg,excercisemode,exercisemode,exercisetracker,facesensor,fingerprint,firmware,firmwareupgrade,fitnessband,fitnessfeatures,fitnessmode,fitnessmonitor,fitnesssensor,fitnesstrack,flashlight,footstep,game,glass,glucosemonitor,googlemap,gps,gpsconnectivity,gpssignal,gpstracker,gpstracking,gui,handmotion,hardware,healthcheckaccuracy,healthmeasurement,healthmode,healthmonitor,healthmonitoring,healthreading,healthstats,healthtracker,heartbeat,heartbeataccuracy,heartbeatmeasurement,heartbeatsensor,heartbeattracker,heartmonitor,heartrate,heartrateaccuracy,heartratealert,heartratecount,heartratedetection,heartratemeasurement,heartratemonitor,heartratesensor,leatherquality,leatherstrap,livetrackingaccuracy,location,lockscreen,loudspeaker,magnet,magnetic,malfunction,material,measurement,medicalmonitoring,memory,mensurationtracker,metal,metalbody,metaldesign,metallic,metallicbody,metallicdesign,mic,micquality,money,monitoringfunction,motiondetection,multiplesport,multisportmode,music,musicfacility,notification,operatingspeed,operatingsystem,outdooractivity,oxygen,oxygenlevel,oxygenmonitor,oxygenmonitoring,oxygensaturationlevelmeasurement,pedometer,phoneconnectivity,physicalactivity,picture,pixel,plasticbody,plasticmaterial,powerbackup,powerbutton,powerconsumption,powersavingmode,pricesegment,pricing,processor,proximitysensor,pulseoximeter,pulseratereading,quality,range,reading,realtimeconnect,reasonableprice,remotecameracontrol,report,responsetime,roundwatch,rubberband,screen,screenclarity,screencustomization,screengaurd,screensensitivity,screentimeout,security,sedentaryalert,sensor,sensorydata,service,servicecenter,servicecentre,servicefacility,servicestation,shape,sidebutton,sidepowerbutton,silentmode,siliconbelt,size,sleepaccuracy,sleepactivity,sleepdetection,sleepduration,sleepingtrack,sleepmeasurement,sleepmode,sleepmonitoring,sleeppattern,sleepreading,sleeprecord,sleepsensor,sleeptrack,sleeptracker,sleeptrackingaccuracy,sleeptrackingmonitor,slidebutton,smsnotification,snapchatnotification,socialmedianotification,software,softwaredevelopment,softwareglitch,sound,soundadjustment,speaker,specs,speedometer,spo2tracking,sport,sporttracker,stepcalculation,stepcounter,stepcounting,stepmeasurement,stepmonitor,steprecording,steptracker,steptracking,stopwatch,storage,strap,strapdesign,strapholder,straplockingsystem,strapquality,stress,stresslevel,stressmeasure,stressmode,stressmonitor,stressstats,stylish,supportteam,swimmingmode,swimmode,synchronization,systeminterface,technicalteam,temperature,temperedglass,tennismode,time,timeadjustment,timesensitivity,touchdesign,touchdisplay,touchfacility,touchnotification,touchpad,touchresponse,touchscreen,touchsensation,touchsense,touchsensitive,touchsensitivity,touchsystem,tracking,trackingaccuracy,trackingactivity,trackingsensor,trainingmode,treadmillmode,ui,userinterface,vibration,vibrationalarm,vibrationmode,visibility,voice,voiceassistant,voicefunction,volumebar,volumebutton,volumecontrol,wakegesturebutton,wakupmode,walktracking,wallpaper,wallpapertimestyle,warrantyservice,wateralert,waterdrinkingalert,waterproof,waterreminder,waterresist,waterresistance,weather,weatherforecast,weathericon,weatherreport,whatsappnotification,wirelesscharge,workoutmeasurement,workoutmode,workoutsessionsummary,workouttracker,airplanemode,alertactivityalarm,alexafunctionality,analogdial,appsynchronization,audioconnectivity,batteryoptimisation,batterypercentageindicator,batterysaving,bpmsensor,bptrack,caloriecalculation,caloriedata,cardioexcercisetracking,compatability,customisedface,cyclingmonitoring,footstepaccuracy,footstepcount,handwashreminder,healthaccuracy,healthcarekit,healthstatus,hearttracker,inactivityalert,lagtime,menstrualcycledata,menstrualtracker,multiplemode,notificationsupport,operatingfunction,outdoorcyclingactivity,pulsemonitor,remoteshuttercontrol,repairservice,runningmode,servicequality,silencemode,sleepingaccuracy,sleepschedule,softwaresupport,splitscreen,stockmonitoring,stressreport,touchnavigation,wakeupmode,whatsappalert,workoutdetection,workoutmonitoring,workoutroutine
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-07-2020,Don't buy if you need customisation.,1,No watch faces to download. No customization. Only 12 or 15 watch faces. What's the point for spending such money for this. Hate Huawei Honor brand.,no watch face to download . no customization . only 12 or 15 watch face . what is the point for spending such money for this . hate huawei honor brand .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,02-08-2020,product is good but get it from an authentic retailer,4,"received the product without seal,how to assure authenticity pof product in duch cases. had yo return it.","received the product without seal , how to assure authenticity pof product in duch case . had yo return it .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: noise colorfit pro 2 full touch control smart watch with 35g weight &amp; upgraded lcd display,ip68 waterproof,heart rate monitor,sleep &amp; step tracker,call &amp; message alerts &amp; long battery life (jet black)",noise,02-08-2020,I like the watch in such a reasonable price.,4,"There may be a few pros and cons which I had noticed, that need to consider along with this product described below.Pros:1) Reasonable in price.2) It comes up with all the base features and sports modes.3) You can check messages and abort the call easily from the watch.4) The battery is very impressive. It works for a whole week with a single charge.Cons:1) The UI touch lags much time, I tried to tap but doesn't respond well2) The wrist detection not so accurate. It happens so may time that I pull my wrist to watch the time, but it didn't work.3) Lesser watch faces availableThis watch can satisfy your needs if you are not a hardcore sporty person like me. That's why I wrote at the headline, i.e., ""I like the watch"".","there may be a few pro and con which i had noticed , that need to consider along with this product described below . pros:1 reasonable in price . 2 it come up with all the base feature and sportmode . 3 you can check message and abort the call easily from the watch . 4 the battery is very impressive . it work for a whole week with a single charge . cons:1 the ui touch lag much time , i tried to tap but doesnot respond well2 the wrist detection not so accurate . it happens so may time that i pull my wrist to watch the time , but it didnot work . 3 lesser watch face availablethis watch can satisfy your need if you are not a hardcore sporty person like me . that is why i wrote at the headline , i. e. , i like the watch .",,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-08-2020,Nice desing,4,Good desing,good desing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,02-08-2020,Nice one,4,This product is very nice and lightweight it's a nice look also,this product is very nice and lightweight it is a nice look also,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-08-2020,Watch face issue resolved,4,Guys!! Good newsWatch face issues in OnePlus has been resolved by Honor.Just you need to download huawei app gallery by visiting huaweimobileservices.com wherein you will able to find huawei mobile service app. Just download from there and you are good to go..Attached watch face is a proof.,guy good newswatch face issues in oneplus ha been resolved by honor . just you need to download huawei app gallery by visiting huaweimobileservices . com wherein you will able to find huawei mobile service app . just download from there and you are good to go . attached watch face is a proof .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-09-2020,Amazing....!!!,5,Awesome...!!!,awesome .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-10-2020,"Excellent watch with good quality, accuracy, light weight,",5,"Beautiful watch, nice display accuracy was perfect size of dial very good very light ti wear, quality excellent but iam not able to install watch face it require Huawai I'd and Huawai mobile service app not working so not able to install and I talk to honor customer service application not sporting One plus 7t. And request pl give updates time to time so that watch should work propley and if possible give reply so it become easy because inbuilt speaker in watch is very good voice quality is clear good Bluetooth conectivety is also good but give updates on time required.Over all amazing watch.Should buy..","beautiful watch , nice display accuracy wa perfect size of dial very good very light ti wear , quality excellent but iam not able to instagramll watch face it require huawai i would and huawai mobile service app not working so not able to instagramll and i talk to honor customerservice application not sporting one plus 7 t . and request pl give update time to time so that watch should work propley and if possible give reply so it become easy because inbuilt speaker in watch is very good voicequality is clear good bluetooth conectivety is also good but give update on time required . over all amazing watch . should buy .",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-10-2020,"Go for a band & conventional watch (2.3k +10k) a much better deal , I'd say",3,"The watch is way too beautiful.Been using it with My OnePlus , had to use UK ID & download APKs , which I found to be a poor experience, the software experience needs to be worked upon, India being such a large market for Huawei misses out so many privileges including VO2 max , which smaller markets like UK enjoy.The watch has indeed a lot of potential but I wish the various softwares were well knit, like on other platforms (WatchOS from Apple for example) ,I don't know if Huawei/Honor ever do this justice.The sleep & stress tracking work well.The pedometer gets quite many false counts while driving.Overall , if anyone is looking for a beautiful watch & fitness buddy , buy the Honor Band 5 at 2.3k Rs. Which does all the functions of this watch , except calling & has additional SpO2 monitoring even (& also you will be a little less scared while the rough use & a little more comfortable while sleep tracking) & Use the remaining 10k to buy a good conventional watch.The watch faces collection is good , could've been better though & a major negative is , you can only switch on the display for 20 mins max , at once.The screen saver options are limited(1 photo attached) & boring , so not of much use. Therefore , I'd say a good conventional watch will look much prettier overall & a band costing very less , will sort your fitness purpose really well.Great battery & looks(as a smartwatch),though , I'll say again.","the watch is way too beautiful . been using it with my oneplus , had to use uk id download apks , which i found to be a poor experience , the software experience need to be worked upon , india being such a large market for huawei miss out so many privilege including vo2 max , which smaller market like uk enjoy . the watch ha indeed a lot of potential but i wish the various software were well knit , like on other platform watchos from apple for example , i donot know if huawei/honor ever do this justice . the sleep stress tracking work well . the pedometer get quite many false count while driving . overall , if anyone is looking for a beautiful watch fitness budy , buy the honor band 5 at 2 . 3 k r . which doe all the function of this watch , except calling ha aditional spo2 monitoring even also you will be a little le scared while the rough use a little more comfortable while sleeptracking ing use the remaining 10 k to buy a good conventional watch . the watch face callection is good , could 've been better though a major negative is , you can only switch on the display for 20 min max , at once . the screen saver option are limited 1 photo attached boring , so not of much use . therefore , i would say a good conventional watch will look much prettier overall a band costing very le , will sort your fitness purpose really well . great battery look a a smartwatch , though , i will say again .",,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-10-2020,Best smartwatch for the price!!!,5,After using quite a few fitness bands I came across thia watch and found it very good. Its a good watch for the price for it offers. Features are also good and its quite light weight too. Looks are also very elegant. The app is also friendly to use.My only con is that there sgould be some more features for gym workouts. Please update this. Also I couldnt use the spO2 sensing feature. But rest is realy good.I would surely reccommend it.,after using quite a few fitnessbands i came across thia watch and found it very good . it a good watch for the price for it offer . feature are also good and it quite light weight too . look are also very elegant . the app is also friendly to use . my only con is that there sgould be some more feature for gym workout . please update this . also i could not use the spo2 sensing feature . but rest is realy good . i would surely reccommend it .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,02-10-2020,Don’t buy during deal days,5,"Nice product, But I feel not to buy during Big day sales.. during that time only the prices are higher.. normal days it’s too low","nice product , but i feel not to buy during big day sale . during that time only the price are higher . normal day it ’ s too low",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-10-2020,Overrated!,3,Been using for a month now.  I am impressed with the battery life however no attractive watch faces are available from Huawei Health app. Not sure when we would get an update on firmware. Would resolve all your basic smartphone watch needs however this is way behind on display compared to any reputed branded smartwatch out there in the market.,been using for a month now . i am impressed with the batterylife however no attractive watch face are available from huawei health app . not sure when we would get an update on firmware . would resolve all your basic smartphone watch need however this is way behind on display compared to any reputed branded smartwatch out there in the market .,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,02-11-2020,Not worth it,1,Can’t keep track of floors you have climbed.. I climb 3 and it counts 1 and the no of steps counted are more than actual no of steps,can ’ t keep track of floor you have climbed . i climb 3 and it count 1 and the no of step counted are more than actual no of step,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: fitbit fb507rgpk versa 2 health &amp; fitness smartwatch with heart rate, music, alexa built-in, sleep &amp; swim tracking, petal/copper rose, one size (s &amp; l bands included) (petal/copper rose)",fitbit,02-11-2020,Great watch!,4,"PROS:Quality body and strapGood looks and comfortGood amoled screenSize is rightPedometer, heart rate,menustral cycleRelax (breathing) appWatchfaces and appsGood interfaceGood battery lifeAlexaCONS:Connectivity unreliableApp is clunky (PC and android)Notifications from android do not workVibrations cannot be disabled","pro : quality body and strapgood look and comfortgood amoled screensize is rightpedometer , heartrate , menustral cyclerelax breathing appwatchfaces and appsgood interfacegood batterylifealexacons : connectivity unreliableapp is clunky pc and androidnotifications from android do not workvibrations can not be disabled",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"amazon.in:customer reviews: honor magic watch 2 (46mm, charcoal black) 14-days battery, spo2, bt calling &amp; music playback, 100 workout modes, amoled touch screen, personalized watch faces, sleep &amp; hr monitor, smart companion",honor,02-12-2020,"Good watch, but slightly overpriced",4,"The Huawei Honor magic watch 2, is no doubt a great fitness watch, plus you can listen to music both from the watch and even control the phone's music ( listen it directly from the phone or via bluetooth earphones if connected* , and all this happens in simultaneous connection).You can also receive calls and talk over the watch and receive all the social media notifications ( Instagram, Facebook ...and many more, with their respective icons displayed for some of the social media apps). You can set your own customised watch face ( upto 5 watch faces).The battery life as the company claims it to be 14 days in one charge , is not that long.At a moderate use ( Listening to music over the watch , having calls over the watch and playing music over other bluetooth speakers via the watch and using it to track fitness activities) gives you at max of 4 days battery backup in one charge.You can't install third party apps, and can't reply to messages and whatsapp notifications.Overall it's a good buy, but it is a little overpriced.Total : 3.5 stars.","the huawei honor magic watch 2 , is no doubt a great fitness watch , plus you can listen to music both from the watch and even control the phone is music listen it directly from the phone or via bluetooth earphone if connected , and all this happens in simultaneous connection . you can also receive call and talk over the watch and receive all the socialmedianotification instagram , facebook . and many more , with their respective icon displayed for some of the social medium apps . you can set your own customised watch face upto 5 watch face . the batterylife a the company claim it to be 14 day in one charge , is not that long . at a moderate use listening to music over the watch , having call over the watch and playing music over other bluetooth speaker via the watch and using it to track fitness activity give you at max of 4 day batterybackup in one charge . you canot instagramll third party apps , and canot reply to message and whatsappnotification . overall it is a good buy , but it is a little overpriced . total : 3 . 5 star .",,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,-1,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
